,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
56,2018-00002547,1/12/2018,20:34,7500 block of Mowatt Ln,1/12/2018,20:34,Vehicle Tampering,Suspended
58,2018-00002730,1/13/2018,15:43,"Football Team House, Gossett, Gossett Football Team House at 4068 Fieldhouse Dr",1/13/2018,15:43,Injured/Sick Person,CBE
60,2018-00003027,1/14/2018,19:23,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",1/14/2018,19:23,DWI/DUI,Arrest
62,2018-00003222,1/15/2018,12:50,3900 block of Campus Dr,1/15/2018,12:59,Theft,CBE
64,2018-00003329,1/15/2018,22:34,University Blvd,1/15/2018,22:34,Warrant/Summons Service,Arrest
66,2018-00003479,1/16/2018,12:15,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",1/16/2018,16:55,Theft,Active/Pending
68,2018-00003484,1/11/2018,23:30,Severn at 5245 Greenbelt Rd,1/16/2018,17:58,Vandalism,Suspended
70,2018-00003551,1/16/2018,23:57,"College Park Shopping Center, CVS at 7300 Baltimore Ave",1/16/2018,23:57,DWI/DUI,Arrest
72,2018-00003634,1/17/2018,11:45,"Journalism Building, Knight Hall at 7765 Alumni Dr",1/17/2018,12:03,Injured/Sick Person,CBE
74,2018-00003662,1/10/2018,16:00,Pocomoke at 7569 Baltimore Ave,1/17/2018,17:51,Fraud,Arrest
76,2018-00003667,1/17/2018,18:40,Stadium Dr,1/17/2018,18:40,Injured/Sick Person,CBE
78,2018-00003792,1/18/2018,9:03,340 block of Ehrensberger Dr,1/18/2018,9:03,Injured/Sick Person,CBE
80,2018-00003821,8/30/2016,{NO TIME},"Dorchester, Dorchester Hall at 3947 Campus Dr",1/18/2018,13:38,Other Incident,Investigation Pending
82,2018-00003890,1/18/2018,21:20,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",1/18/2018,21:27,Damage to State Property,CBE
84,2018-00003898,1/18/2018,22:36,4300 block of Knox Rd,1/18/2018,22:36,CDS Violation,CBE
86,2018-00003902,1/18/2018,22:53,"Riggs, Riggs Alumni, Riggs Alumni Center at 7801 Alumni Dr",1/18/2018,22:53,Injured/Sick Person,CBE
88,2018-00004235,1/20/2018,1:34,University Blvd,1/20/2018,1:34,CDS Violation,Arrest
90,2018-00004542,1/21/2018,3:15,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",1/21/2018,3:15,DWI/DUI,Arrest
92,2018-00004582,1/21/2018,10:33,Adelphi Rd,1/21/2018,10:33,Recovered Stolen Motor Vehicle,Arrest
94,2018-00004779,1/22/2018,0:57,"Terrapin Row, Terrapin Row #2, Terrapin Row 2, TR2 at 4300 Hartwick Rd",1/22/2018,0:57,DWI/DUI,Arrest
96,2018-00004853,1/22/2018,11:44,7000 block of Preinkert Dr,1/22/2018,11:44,Injured/Sick Person,CBE
98,2018-00004862,1/22/2018,12:55,"Leonardtown #239, Leonardtown at 4610 Norwich Rd",1/22/2018,12:55,Injured/Sick Person,CBE
100,2018-00004863,1/22/2018,13:02,North Gate at 4306 Campus Dr,1/22/2018,13:02,Accident,CBE
102,2018-00004872,1/22/2018,16:01,Health Center at 3983 Campus Dr,1/22/2018,16:01,Emergency Petition,CBE
104,2018-00004968,1/23/2018,0:25,4300 block of Hartwick Rd,1/23/2018,0:30,Assist Other Agency,CBE
106,2018-00004989,1/23/2018,1:30,3800 block of Stadium Dr,1/23/2018,2:10,Injured/Sick Person,CBE
108,2018-00005043,12/9/2017,{NO TIME},Pocomoke at 7569 Baltimore Ave,1/23/2018,13:32,Dept Property Damage/Loss,CBE
110,2018-00005047,1/23/2018,14:57,3900 block of Campus Dr,1/23/2018,14:57,Suspicious Activity,CBE
112,2018-00005168,1/23/2018,23:19,4400 block of Knox Rd,1/23/2018,23:19,Injured/Sick Person,CBE
114,2018-00005204,1/24/2018,1:39,College Park Towers (Hartwick Road) at 4330 Hartwick Rd,1/24/2018,1:39,Assist Other Agency,CBE
116,2018-00005210,1/24/2018,1:51,"Terrapin Row #1, Terrapin Row 1, TR1 at 4207 Knox Rd",1/24/2018,1:51,Injured/Sick Person,CBE
118,2018-00005235,12/9/2017,2:35,8200 block of Baltimore Ave,1/24/2018,7:32,Assist Other Agency,CBE
120,2018-00005398,1/24/2018,22:21,4000 block of Stadium Dr,1/24/2018,22:23,CDS Violation,CBE
122,2018-00005403,1/24/2018,22:42,Worcester at 7405 Preinkert Dr,1/24/2018,22:42,CDS Violation,CBE
124,2018-00005517,1/17/2018,17:15,Paint Branch Gate at 8966 Paint Branch Dr,1/25/2018,11:30,Other Incident,CBE
126,2018-00005537,1/24/2018,23:00,7100 block of Preinkert Dr,1/25/2018,16:31,Harassment/Stalking,Arrest
128,2018-00005599,1/25/2018,22:26,Knox Rd,1/25/2018,22:26,DWI/DUI,Arrest
130,2018-00005640,1/26/2018,0:37,"Looney's Pub, The Varsity at 8150 Baltimore Ave",1/26/2018,0:37,DWI/DUI,Arrest
132,2018-00005655,1/26/2018,1:41,7100 block of Preinkert Dr,1/26/2018,1:41,Injured/Sick Person,CBE
134,2018-00005762,12/1/2016,17:00,7400 block of Princeton Ave,1/26/2018,12:05,Theft,CBE
136,2018-00005901,1/27/2018,0:03,"Looney's Pub, The Varsity at 8150 Baltimore Ave",1/27/2018,0:03,DWI/DUI,Arrest
138,2018-00005922,1/27/2018,1:33,7300 block of Baltimore Ave,1/27/2018,1:33,Vandalism,CBE
140,2018-00005939,1/27/2018,2:54,Baltimore Ave,1/27/2018,2:54,DWI/DUI,Arrest
142,2018-00006043,1/27/2018,15:15,"Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",1/27/2018,15:24,Injured/Sick Person,CBE
144,2018-00006074,1/27/2018,18:02,3900 block of Denton Service Ln,1/27/2018,18:02,Injured/Sick Person,CBE
146,2018-00006134,1/27/2018,23:43,Easton at 3917 Denton Service Ln,1/27/2018,23:43,CDS Violation,CBE
148,2018-00006136,1/27/2018,23:51,3900 block of Denton Service Ln,1/27/2018,23:51,CDS Violation,Arrest
150,2018-00006143,1/28/2018,0:19,7300 block of Baltimore Ave,1/28/2018,0:19,Injured/Sick Person,CBE
152,2018-00006148,1/28/2018,1:47,Easton at 3917 Denton Service Ln,1/28/2018,1:47,Injured/Sick Person,CBE
154,2018-00006149,1/28/2018,1:56,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",1/28/2018,1:56,Trespassing,Arrest
156,2018-00006280,1/27/2018,15:30,4100 block of Farm Dr,1/28/2018,17:49,Theft,Suspended
158,2018-00006373,1/29/2018,0:40,Baltimore Ave,1/29/2018,0:40,Warrant/Summons Service,Arrest
160,2018-00006383,1/29/2018,2:00,8200 block of Boteler Ln,1/29/2018,2:01,Theft,Suspended
162,2018-00006408,1/26/2018,16:30,Lot A,1/29/2018,7:17,Vandalism,Suspended
164,2018-00006449,1/28/2018,22:00,4200 block of Lehigh Rd,1/29/2018,10:19,Vandalism,Arrest
166,2018-00006468,1/29/2018,11:10,3900 block of Campus Dr,1/29/2018,11:13,Accident,CBE
168,2018-00006475,1/25/2018,13:00,4300 block of Knox Rd,1/29/2018,11:31,Vandalism,Unfounded
170,2018-00006616,1/29/2018,22:01,7500 block of Preinkert Dr,1/29/2018,22:10,CDS Violation,Arrest
172,2018-00006684,1/7/2017,12:00,4200 block of Stadium Dr,1/30/2018,8:17,Fraud,Investigation Pending
174,2018-00006725,1/30/2018,15:15,4100 block of Valley Dr,1/30/2018,15:15,CDS Violation,CBE
176,2018-00006812,1/30/2018,18:00,"Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",1/30/2018,19:57,Theft,Active/Pending
178,2018-00006879,1/31/2018,1:13,Knox Rd,1/31/2018,1:18,Injured/Sick Person,CBE
180,2018-00006886,1/31/2018,2:19,Somerset at 7567 Preinkert Dr,1/31/2018,2:19,Injured/Sick Person,CBE
182,2018-00006916,1/31/2018,8:26,7500 block of Mowatt Ln,1/31/2018,8:30,Warrant/Summons Service,Arrest
184,2018-00006918,1/31/2018,8:45,"Litton, Police Services & Training Facility at 7147 51st Ave",1/31/2018,8:59,Dept Property Damage/Loss,CBE
186,2018-00006941,1/31/2018,12:26,Health Center at 3983 Campus Dr,1/31/2018,12:26,Injured/Sick Person,CBE
188,2018-00006994,1/31/2018,14:00,7300 block of Slacks Rd,1/31/2018,16:23,Other Incident,CBE
190,2018-00007021,1/31/2018,1:00,Pocomoke at 7569 Baltimore Ave,1/31/2018,17:28,Telephone/EMail Misuse,CBE
192,2018-00007029,1/31/2018,19:04,4600 block of Rossborough Ln,1/31/2018,19:04,Emergency Petition,CBE
194,2018-00007051,1/31/2018,22:17,4300 block of Knox Rd,1/31/2018,22:17,CDS Violation,CBE
196,2018-00007052,1/31/2018,22:19,"Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",1/31/2018,22:19,Injured/Sick Person,CBE
0,2018-00007074,2/1/2018,0:13,"Motor Pool, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd",2/1/2018,0:13,DWI/DUI,Arrest
2,2018-00007104,2/1/2018,5:35,4600 block of College Ave,2/1/2018,5:35,Assist Other Agency,CBE
4,2018-00007132,2/1/2018,9:53,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr",2/1/2018,9:53,Injured/Sick Person,CBE
6,2018-00007149,2/1/2018,11:55,"Denton Area Dining Hall, Denton Dining Hall at 3951 Denton Service Ln",2/1/2018,12:07,Disorderly Conduct,CBE
8,2018-00007153,2/1/2018,9:10,7700 block of Alumni Dr,2/1/2018,13:02,Theft,Unfounded
10,2018-00007186,1/31/2018,22:00,Pocomoke at 7569 Baltimore Ave,2/1/2018,15:01,Injured Officer,CBE
12,2018-00007238,2/1/2018,18:42,"Armory, Reckord Armory at 4490 Rossborough Ln",2/1/2018,18:42,Injured/Sick Person,CBE
14,2018-00007360,2/2/2018,2:32,Elkton at 3981 Denton Service Ln,2/2/2018,2:32,Injured/Sick Person,CBE
16,2018-00007475,11/15/2017,10:00,8400 block of Boteler Ln,2/2/2018,16:42,Theft,Investigation Pending
18,2018-00007525,2/2/2018,18:40,4 Fraternity Row,2/2/2018,18:40,CDS Violation,CBE
20,2018-00007541,2/2/2018,19:10,3900 block of Campus Dr,2/2/2018,19:10,CDS Violation,Arrest
22,2018-00007624,2/2/2018,23:38,Baltimore Ave,2/2/2018,23:38,DWI/DUI,Arrest
24,2018-00007637,2/3/2018,0:24,Baltimore Ave,2/3/2018,0:24,DWI/DUI,Arrest
26,2018-00007642,2/3/2018,0:58,Zeta Beta Tau at 14 Fraternity Row,2/3/2018,0:58,Injured/Sick Person,CBE
28,2018-00007645,2/3/2018,1:00,8100 block of Baltimore Ave,2/3/2018,1:04,Assist Other Agency,CBE
30,2018-00007647,2/3/2018,1:13,4000 block of Stadium Dr,2/3/2018,1:13,CDS Violation,CBE
32,2018-00007653,2/3/2018,1:58,Knox Rd,2/3/2018,1:58,DWI/DUI,Arrest
34,2018-00007738,2/3/2018,10:50,3900 block of Campus Dr,2/3/2018,11:03,Other Incident,CBE
36,2018-00007754,2/3/2018,9:30,"Architecture, Architecture Building at 3835 Campus Dr",2/3/2018,13:18,Theft,Investigation Pending
38,2018-00007759,2/3/2018,14:30,Lot R3,2/3/2018,14:52,Other Incident,CBE
40,2018-00007780,2/3/2018,17:55,"Oakland, Oakland Hall at 3912 Denton Service Ln",2/3/2018,17:55,Injured/Sick Person,CBE
42,2018-00007880,2/4/2018,0:25,4200 block of Lehigh Rd,2/4/2018,0:25,Injured/Sick Person,CBE
44,2018-00007885,2/4/2018,0:45,Cumberland at 4145 Valley Dr,2/4/2018,0:45,Injured/Sick Person,CBE
46,2018-00007890,2/4/2018,1:04,Baltimore Ave,2/4/2018,1:04,Warrant/Summons Service,Arrest
48,2018-00007894,2/4/2018,1:18,Elkton at 3981 Denton Service Ln,2/4/2018,1:18,Injured/Sick Person,CBE
50,2018-00007895,2/4/2018,1:31,7600 block of Regents Dr,2/4/2018,1:31,Injured/Sick Person,CBE
52,2018-00007902,2/4/2018,2:51,Baltimore Ave,2/4/2018,2:51,DWI/DUI,Arrest
54,2018-00007965,2/4/2018,12:05,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",2/4/2018,12:05,Injured/Sick Person,CBE
56,2018-00008144,2/5/2018,0:50,Baltimore Ave,2/5/2018,0:50,DWI/DUI,Arrest
58,2018-00008207,2/5/2018,10:28,4200 block of Lehigh Rd,2/5/2018,10:28,Other Incident,Suspended
60,2018-00008473,2/6/2018,10:00,Pocomoke at 7569 Baltimore Ave,2/6/2018,15:08,Dept Property Damage/Loss,CBE
62,2018-00008596,2/7/2018,0:02,Baltimore Ave,2/7/2018,0:02,DWI/DUI,Arrest
64,2018-00008598,2/7/2018,0:04,7500 block of Preinkert Dr,2/7/2018,0:04,Injured/Sick Person,CBE
66,2018-00008600,2/7/2018,0:22,"Hagerstown, Hagerstown Hall at 4000 Stadium Dr",2/7/2018,0:22,Injured/Sick Person,CBE
68,2018-00008602,2/7/2018,0:35,Knox Rd,2/7/2018,0:35,Injured/Sick Person,CBE
70,2018-00008609,2/7/2018,1:45,4000 block of Stadium Dr,2/7/2018,1:45,Injured/Sick Person,CBE
72,2018-00008610,2/7/2018,1:47,3800 block of Stadium Dr,2/7/2018,1:47,Injured/Sick Person,CBE
74,2018-00008686,2/7/2018,12:02,4100 block of Campus Dr,2/7/2018,12:02,Injured/Sick Person,CBE
76,2018-00008739,2/7/2018,15:35,4800 block of College Ave,2/7/2018,17:55,False Report/Statement,Arrest
78,2018-00008825,2/7/2018,10:30,7600 block of Library Ln,2/8/2018,1:44,Theft,Unfounded
80,2018-00008869,2/8/2018,9:46,"Taliaferro, Taliaferro Hall at 4280 Chapel Ln",2/8/2018,9:46,Vandalism,Suspended
82,2018-00008892,2/8/2018,12:41,8800 block of 36th Ave,2/8/2018,12:41,Assist Other Agency,CBE
84,2018-00008926,2/8/2018,15:32,College Ave,2/8/2018,15:32,CDS Violation,Arrest
86,2018-00008973,2/8/2018,21:10,3900 block of Denton Service Ln,2/8/2018,21:10,Injured/Sick Person,CBE
88,2018-00009039,2/9/2018,0:46,Baltimore Ave,2/9/2018,0:46,DWI/DUI,Arrest
90,2018-00009127,1/21/2018,21:43,Pocomoke at 7569 Baltimore Ave,2/9/2018,9:18,Assist Other Agency,CBE
92,2018-00009272,2/9/2018,15:42,4200 block of Farm Dr,2/9/2018,21:59,Other Incident (Title IX Related),CBE
94,2018-00009288,2/9/2018,22:43,Baltimore Ave,2/9/2018,22:43,CDS Violation,Arrest
96,2018-00009309,2/9/2018,23:53,"LaPlata, LaPlata Hall at 4121 Farm Dr",2/9/2018,23:53,Injured/Sick Person,CBE
98,2018-00009317,2/9/2018,11:15,3900 block of Campus Dr,2/10/2018,0:37,Fraud,Arrest
100,2018-00009335,2/10/2018,1:45,Knox Rd,2/10/2018,1:48,Vandalism,CBE
102,2018-00009339,2/10/2018,2:18,Ellicott at 4052 Stadium Dr,2/10/2018,2:18,Injured/Sick Person,CBE
104,2018-00009346,2/10/2018,3:06,Baltimore Ave,2/10/2018,3:06,DWI/DUI,Arrest
106,2018-00009410,2/9/2018,11:00,Ellicott at 4052 Stadium Dr,2/10/2018,10:56,Theft,Investigation Pending
108,2018-00009561,2/10/2018,22:11,Campus Dr,2/10/2018,22:11,Other Incident,CBE
110,2018-00009622,2/11/2018,1:47,Knox Rd,2/11/2018,1:47,Injured/Sick Person,CBE
112,2018-00009638,2/11/2018,3:31,"Cambridge, Cambridge Hall at 4230 Farm Dr",2/11/2018,3:31,Injured/Sick Person,CBE
114,2018-00009651,2/11/2018,4:25,7500 block of Mowatt Ln,2/11/2018,4:34,Dept Property Damage/Loss,CBE
116,2018-00009734,2/11/2018,14:02,4000 block of Stadium Dr,2/11/2018,14:02,Injured/Sick Person,CBE
118,2018-00009910,2/12/2018,2:07,9000 block of Baltimore Ave,2/12/2018,2:07,DWI/DUI,Arrest
120,2018-00010022,2/10/2018,14:30,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",2/12/2018,12:06,Theft,Investigation Pending
122,2018-00010031,2/12/2018,12:46,3900 block of Campus Dr,2/12/2018,12:46,Emergency Petition,CBE
124,2018-00010090,2/12/2018,19:05,4000 block of Stadium Dr,2/12/2018,19:05,CDS Violation,CBE
126,2018-00010103,2/12/2018,20:11,7500 block of Hopkins Ave,2/12/2018,20:11,Suspicious Activity,CBE
128,2018-00010168,2/13/2018,2:27,7800 block of Regents Dr,2/13/2018,2:27,Trespassing,CBE
130,2018-00010178,2/13/2018,6:55,7100 block of Baltimore Ave,2/13/2018,7:03,Assist Other Agency,CBE
132,2018-00010184,2/13/2018,8:20,"Leonardtown, Leonardtown #201, Leonardtown Leonardtown Office Building at 4725 Rossborough Ln",2/13/2018,8:23,Animal Complaint,CBE
134,2018-00010198,2/13/2018,10:43,Pocomoke at 7569 Baltimore Ave,2/13/2018,10:43,Other Incident,CBE
136,2018-00010266,2/13/2018,16:50,4200 block of Lehigh Rd,2/13/2018,16:50,CDS Violation,CBE
138,2018-00010334,2/13/2018,18:40,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",2/13/2018,22:09,Theft from Auto,Arrest
140,2018-00010362,2/14/2018,0:03,University Club at 4800 Berwyn House Rd,2/14/2018,0:03,DWI/DUI,Arrest
142,2018-00010401,2/14/2018,2:33,7500 block of Yale Ave,2/14/2018,2:33,Warrant/Summons Service,Arrest
144,2018-00010444,2/14/2018,12:04,"Armory, Reckord Armory at 4490 Rossborough Ln",2/14/2018,12:04,Other Incident,CBE
146,2018-00010451,2/14/2018,12:30,8200 block of Paint Branch Dr,2/14/2018,12:46,Injured/Sick Person,CBE
148,2018-00010454,2/13/2018,3:00,7600 block of Library Ln,2/14/2018,14:05,Theft,Unfounded
150,2018-00010477,2/14/2018,15:00,3900 block of Campus Dr,2/14/2018,16:03,Other Incident,CBE
152,2018-00010529,2/14/2018,21:54,3900 block of Denton Service Ln,2/14/2018,21:54,Emergency Petition,CBE
154,2018-00010553,2/15/2018,0:24,"Annapolis, Annapolis Hall at 7626 Regents Dr",2/15/2018,0:24,Injured/Sick Person,CBE
156,2018-00010572,2/15/2018,2:52,Easton at 3917 Denton Service Ln,2/15/2018,2:52,CDS Violation,CBE
158,2018-00010586,2/15/2018,{NO TIME},4000 block of Stadium Dr,2/15/2018,5:55,Injured/Sick Person,CBE
160,2018-00010618,2/15/2018,11:00,Pocomoke at 7569 Baltimore Ave,2/15/2018,11:24,Dept Property Damage/Loss,Unfounded
162,2018-00010635,2/15/2018,13:00,4300 block of Knox Rd,2/15/2018,13:17,Assist Other Agency,CBE
164,2018-00010638,2/15/2018,13:27,3900 block of Campus Dr,2/15/2018,13:27,Trespassing,Arrest
166,2018-00010804,2/16/2018,3:30,Cumberland at 4145 Valley Dr,2/16/2018,3:30,Injured/Sick Person,CBE
168,2018-00010855,2/16/2018,7:20,Pocomoke at 7569 Baltimore Ave,2/16/2018,8:58,Accident - Departmental,CBE
170,2018-00010911,2/16/2018,14:40,3900 block of Campus Dr,2/16/2018,14:50,Trespassing,CBE
172,2018-00010915,2/16/2018,15:25,7000 block of Preinkert Dr,2/16/2018,15:40,Injured/Sick Person,CBE
174,2018-00011030,2/16/2018,23:06,7500 block of Calvert Service Ln,2/16/2018,23:06,Injured/Sick Person,CBE
176,2018-00011071,2/17/2018,1:42,Baltimore Ave,2/17/2018,1:42,DWI/DUI,Arrest
178,2018-00011146,2/17/2018,11:39,4400 block of Stadium Dr,2/17/2018,11:39,Alarm,CBE
180,2018-00011196,2/17/2018,19:33,3900 block of Campus Dr,2/17/2018,19:33,Disorderly Conduct,CBE
182,2018-00011238,2/17/2018,22:21,Paint Branch Dr,2/17/2018,22:21,Traffic Arrest,Arrest
184,2018-00011289,2/18/2018,2:48,Denton at 3854 Stadium Dr,2/18/2018,2:48,Injured/Sick Person,CBE
186,2018-00011581,2/19/2018,3:33,6900 block of Carleton Ter,2/19/2018,3:33,Assist Other Agency,CBE
188,2018-00011582,2/19/2018,4:20,Severn at 5245 Greenbelt Rd,2/19/2018,4:20,Other Incident,CBE
190,2018-00011584,2/19/2018,6:00,Prince Frederick at 7030 Preinkert Dr,2/19/2018,6:04,Injured/Sick Person,CBE
192,2018-00011673,2/18/2018,13:00,7500 block of Mowatt Ln,2/19/2018,11:15,Theft,Investigation Pending
194,2018-00011691,2/19/2018,12:00,6900 block of Preinkert Dr,2/19/2018,12:00,Telephone/EMail Misuse (Title IX Related),Arrest
196,2018-00011718,2/19/2018,13:45,3900 block of Campus Dr,2/19/2018,14:01,Fraud,Active/Pending
198,2018-00011734,2/19/2018,15:24,4500 block of College Ave,2/19/2018,15:24,Indecent Exposure,CBE
200,2018-00011778,2/19/2018,17:20,7600 block of Baltimore Ave,2/19/2018,19:32,Theft,Active/Pending
202,2018-00011787,2/19/2018,20:52,University Blvd,2/19/2018,20:52,Warrant/Summons Service,Arrest
204,2018-00011900,2/20/2018,11:23,3900 block of Campus Dr,2/20/2018,11:23,Injured/Sick Person,CBE
206,2018-00011905,2/20/2018,12:01,"Annapolis, Annapolis Hall at 7626 Regents Dr",2/20/2018,12:01,Other Incident,CBE
208,2018-00011918,2/20/2018,14:04,7600 block of Library Ln,2/20/2018,14:24,Theft,Active/Pending
210,2018-00011922,2/20/2018,15:01,Health Center at 3983 Campus Dr,2/20/2018,15:01,Injured/Sick Person,CBE
212,2018-00012134,2/21/2018,9:59,4300 block of Knox Rd,2/21/2018,9:59,Other Incident,CBE
214,2018-00012230,2/21/2018,18:00,"Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",2/21/2018,19:34,Other Incident,CBE
216,2018-00012239,2/21/2018,21:00,8000 block of Boteler Ln,2/21/2018,21:41,CDS Violation,CBE
218,2018-00012243,2/21/2018,22:14,"Leonardtown #244, Leonardtown at 4673 Rossborough Ln",2/21/2018,22:14,CDS Violation,CBE
220,2018-00012369,2/22/2018,9:49,4800 block of Norwich Rd,2/22/2018,9:49,Recovered Stolen Motor Vehicle,CBE
222,2018-00012488,2/21/2018,1:16,"Graham Cracker, Lot 15",2/22/2018,18:58,Vandalism,Active/Pending
224,2018-00012503,2/22/2018,20:16,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",2/22/2018,20:16,Injured/Sick Person,CBE
226,2018-00012508,2/22/2018,21:50,3900 block of Denton Service Ln,2/22/2018,21:54,CDS Violation,Arrest
228,2018-00012514,2/22/2018,22:28,Baltimore Ave,2/22/2018,22:28,DWI/DUI,Arrest
230,2018-00012542,2/22/2018,23:43,Cumberland at 4145 Valley Dr,2/22/2018,23:43,Injured/Sick Person,CBE
232,2018-00012548,2/22/2018,23:59,Baltimore Ave,2/22/2018,23:59,DWI/DUI,Arrest
234,2018-00012565,2/23/2018,0:43,Melbourne Pl,2/23/2018,0:43,DWI/DUI,Arrest
236,2018-00012583,2/23/2018,1:42,Baltimore Ave,2/23/2018,1:43,DWI/DUI,Arrest
238,2018-00012585,2/23/2018,1:50,Baltimore Ave,2/23/2018,1:50,DWI/DUI,Arrest
240,2018-00012599,2/23/2018,1:00,3800 block of Stadium Dr,2/23/2018,2:40,Injured/Sick Person,CBE
242,2018-00012700,2/23/2018,12:01,4300 block of Guilford Dr,2/23/2018,12:01,Suspicious Activity,Arrest
244,2018-00012705,2/23/2018,12:35,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",2/23/2018,12:35,Injured/Sick Person,CBE
246,2018-00012820,2/24/2018,1:21,Baltimore Ave,2/24/2018,1:21,DWI/DUI,Arrest
248,2018-00012824,2/24/2018,0:39,4000 block of Stadium Dr,2/24/2018,1:36,Injured/Sick Person,CBE
250,2018-00012869,2/24/2018,9:51,"Recreation Artificial Turf Field, Turf Field, Turf Fields",2/24/2018,9:51,Injured/Sick Person,CBE
252,2018-00012896,2/24/2018,12:50,3900 block of Campus Dr,2/24/2018,12:54,Suspicious Activity,CBE
254,2018-00012900,2/24/2018,13:41,3900 block of Denton Service Ln,2/24/2018,13:41,Injured/Sick Person,CBE
256,2018-00012902,2/24/2018,14:11,"Armory, Reckord Armory at 4490 Rossborough Ln",2/24/2018,14:11,Trespassing,Arrest
258,2018-00013042,2/25/2018,1:03,4500 block of College Ave,2/25/2018,1:03,Injured/Sick Person,CBE
260,2018-00013046,2/25/2018,1:30,Knox Rd,2/25/2018,1:35,Assist Other Agency,CBE
262,2018-00013052,2/25/2018,2:14,Baltimore Ave,2/25/2018,2:14,DWI/DUI,Arrest
264,2018-00013054,2/24/2018,7:51,4600 block of College Ave,2/25/2018,2:37,Other Incident,Suspended
266,2018-00013061,2/25/2018,3:56,University Blvd,2/25/2018,3:56,DWI/DUI,Arrest
268,2018-00013109,2/25/2018,13:29,"Football Team House, Gossett, Gossett Football Team House at 4068 Fieldhouse Dr",2/25/2018,13:29,Injured/Sick Person,CBE
